el pasatiempo;хобі;los pasatiempos;free_time;pasatiempo;хобі;noun;пасатьємпо
la afición;захоплення;las aficiones;free_time;afición;захоплення;noun;афісьйон
el hobby;хобі;los hobbies;free_time;hobby;хобі;noun;обі
la lectura;читання;las lecturas;free_time;lectura;читання;noun;лектура
el libro;книга;los libros;free_time;libro;книга;noun;лібро
la música;музика;;free_time;música;музика;noun;мусіка
la canción;пісня;las canciones;free_time;canción;пісня;noun;кансьйон
el baile;танець;los bailes;free_time;baile;танець;noun;байле
la fotografía;фотографія;las fotografías;free_time;fotografía;фотографія;noun;фотографіа
la película;фільм;las películas;free_time;película;фільм;noun;пелікула
el concierto;концерт;los conciertos;free_time;concierto;концерт;noun;консьєрто
el museo;музей;los museos;free_time;museo;музей;noun;мусео
la pintura;живопис;las pinturas;free_time;pintura;живопис;noun;пінтура
el dibujo;малюнок;los dibujos;free_time;dibujo;малюнок;noun;дібухо
el deporte;спорт;los deportes;free_time;deporte;спорт;noun;депорте
el fútbol;футбол;;free_time;fútbol;футбол;noun;футбол
la natación;плавання;;free_time;natación;плавання;noun;натасьйон
el ciclismo;велоспорт;;free_time;ciclismo;велоспорт;noun;сіклісмо
el senderismo;піший туризм;;free_time;senderismo;піший туризм;noun;сендерісмо
el yoga;йога;;free_time;yoga;йога;noun;йога
la jardinería;садівництво;;free_time;jardinería;садівництво;noun;хардінеріа
el bricolaje;зроби сам;los bricolajes;free_time;bricolaje;зроби сам;noun;бріколахе
la costura;шиття;las costuras;free_time;costura;шиття;noun;костура
la colección;колекція;las colecciones;free_time;colección;колекція;noun;колексьйон
el videojuego;відеогра;los videojuegos;free_time;videojuego;відеогра;noun;відеохуего
el ajedrez;шахи;;free_time;ajedrez;шахи;noun;ахедрес
la guitarra;гітара;las guitarras;free_time;guitarra;гітара;noun;гітарра
leer;читати;;free_time;leer;читати;verb (-er);леер
dibujar;малювати;;free_time;dibujar;малювати;verb (-ar);дібухар
bailar;танцювати;;free_time;bailar;танцювати;verb (-ar);байлар
cantar;співати;;free_time;cantar;співати;verb (-ar);кантар
tocar;грати;;free_time;tocar;грати;verb (-ar);токар
nadar;плавати;;free_time;nadar;плавати;verb (-ar);надар
correr;бігати;;free_time;correr;бігати;verb (-er);коррер
caminar;ходити;;free_time;caminar;ходити;verb (-ar);камінар
viajar;подорожувати;;free_time;viajar;подорожувати;verb (-ar);віахар
jugar;грати;;free_time;jugar;грати;verb (-ar);хугар
coleccionar;колекціонувати;;free_time;coleccionar;колекціонувати;verb (-ar);колексьйонар
fotografiar;фотографувати;;free_time;fotografiar;фотографувати;verb (-ar);фотографіар
escribir;писати;;free_time;escribir;писати;verb (-ir);ескрівір
tejer;в'язати;;free_time;tejer;в'язати;verb (-er);техер
coser;шити;;free_time;coser;шити;verb (-er);косер
escuchar;слухати;;free_time;escuchar;слухати;verb (-ar);ескучар
ver;дивитися;;free_time;ver;дивитися;verb (-er);вер
practicar;займатися;;free_time;practicar;займатися;verb (-ar);практікар
la actriz;акторка;las actrices;free_time;actriz;акторка;noun;актріс
la taquilla;каса;las taquillas;free_time;taquilla;каса;noun;такійа
la cartelera;афіша;las carteleras;free_time;cartelera;афіша;noun;картелера
la función;сеанс;las funciones;free_time;función;функція;noun;фунсьйон
el espectáculo;вистава;los espectáculos;free_time;espectáculo;спектакль;noun;еспектакуло
la obra de teatro;театральна п'єса;las obras de teatro;free_time;obra;твір;noun;ла обра де театро
el escenario;сцена;los escenarios;free_time;escenario;сцена;noun;есенаріо
el telón;завіса;los telones;free_time;telón;завіса;noun;телон
la fila;ряд;las filas;free_time;fila;ряд;noun;філа
la localidad;квиток;las localidades;free_time;localidad;місцевість;noun;локалідад
el programa;програмка;los programas;free_time;programa;програма;noun;програма
la sinopsis;синопсис;las sinopsis;free_time;sinopsis;синопсис;noun;сінопсіс
el tráiler;трейлер;los tráileres;free_time;tráiler;трейлер;noun;трайлер
el documental;документальний фільм;los documentales;free_time;documental;документальний;noun;документаль
la comedia;комедія;las comedias;free_time;comedia;комедія;noun;комедія
el drama;драма;los dramas;free_time;drama;драма;noun;драма
el musical;мюзикл;los musicales;free_time;musical;мюзикл;noun;мусікаль
la tragedia;трагедія;las tragedias;free_time;tragedia;трагедія;noun;трахедія
el personaje;персонаж;los personajes;free_time;personaje;персонаж;noun;персонахе
el guion;сценарій;los guiones;free_time;guion;сценарій;noun;гіон
el diálogo;діалог;los diálogos;free_time;diálogo;діалог;noun;діалого
el monólogo;монолог;los monólogos;free_time;monólogo;монолог;noun;монолого
la escena;сцена;las escenas;free_time;escena;сцена;noun;есена
el decorado;декорація;los decorados;free_time;decorado;декорація;noun;декорадо
el vestuario;костюми;los vestuarios;free_time;vestuario;гардероб;noun;бестуаріо
el maquillaje;грим;los maquillajes;free_time;maquillaje;грим;noun;макійахе
el aplauso;оплески;los aplausos;free_time;aplauso;оплески;noun;апляусо
el espectador;глядач;los espectadores;free_time;espectador;глядач;noun;еспектадор
la crítica;критика;las críticas;free_time;crítica;критика;noun;крітика
el estreno;прем'єра;los estrenos;free_time;estreno;прем'єра;noun;естрено
la proyección;показ;las proyecciones;free_time;proyección;проекція;noun;проєксьйон
mirar;дивитися;;free_time;mirar;дивитися;verb (-ar);мірар
actuar;грати;;free_time;actuar;діяти;verb (-ar);актуар
dirigir;режисувати;;free_time;dirigir;режисувати;verb (-ir);діріхір
aplaudir;аплодувати;;free_time;aplaudir;аплодувати;verb (-ir);апляудір
el baloncesto;баскетбол;los baloncestos;free_time;baloncesto;баскетбол;noun;балонсесто
el tenis;теніс;los tenis;free_time;tenis;теніс;noun;теніс
el voleibol;волейбол;los voleiboles;free_time;voleibol;волейбол;noun;болеібол
el balonmano;гандбол;los balonmanos;free_time;balonmano;гандбол;noun;балонмано
el rugby;регбі;los rugbies;free_time;rugby;регбі;noun;ругбі
el béisbol;бейсбол;los béisboles;free_time;béisbol;бейсбол;noun;бейсбол
el golf;гольф;;free_time;golf;гольф;noun;гольф
el hockey;хокей;;free_time;hockey;хокей;noun;хокей
el patinaje;катання на ковзанах;;free_time;patinaje;катання;noun;патінахе
el atletismo;легка атлетика;;free_time;atletismo;легка атлетика;noun;атлетісмо
el esquí;лижі;los esquís;free_time;esquí;лижі;noun;ескі
el boxeo;бокс;;free_time;boxeo;бокс;noun;боксео
el judo;дзюдо;;free_time;judo;дзюдо;noun;худо
el karate;карате;;free_time;karate;карате;noun;карате
el surf;серфінг;;free_time;surf;серфінг;noun;сурф
la vela;вітрильний спорт;;free_time;vela;вітрило;noun;бела
el buceo;дайвінг;;free_time;buceo;дайвінг;noun;бусео
el alpinismo;альпінізм;;free_time;alpinismo;альпінізм;noun;альпінісмо
el dominó;доміно;los dominós;free_time;dominó;доміно;noun;доміно
el dardo;дротик;los dardos;free_time;dardo;дротик;noun;дардо
la partida;партія;las partidas;free_time;partida;партія;noun;партіда
el torneo;турнір;los torneos;free_time;torneo;турнір;noun;торнео
el campeonato;чемпіонат;los campeonatos;free_time;campeonato;чемпіонат;noun;кампеонато
el equipo;команда;los equipos;free_time;equipo;команда;noun;екіпо
el jugador;гравець;los jugadores;free_time;jugador;гравець;noun;хугадор
la jugadora;гравчиня;las jugadoras;free_time;jugadora;гравчиня;noun;хугадора
la pelota;м'яч;las pelotas;free_time;pelota;м'яч;noun;пелота
el balón;м'яч;los balones;free_time;balón;м'яч;noun;балон
la cancha;поле;las canchas;free_time;cancha;поле;noun;канча
el campo;поле;los campos;free_time;campo;поле;noun;кампо
la pista;доріжка;las pistas;free_time;pista;доріжка;noun;піста
el estadio;стадіон;los estadios;free_time;estadio;стадіон;noun;естадіо
la raqueta;ракетка;las raquetas;free_time;raqueta;ракетка;noun;ракета
la bicicleta;велосипед;las bicicletas;free_time;bicicleta;велосипед;noun;бісіклета
el monopatín;скейтборд;los monopatines;free_time;monopatín;скейтборд;noun;монопатін
el patín;ковзан;los patines;free_time;patín;ковзан;noun;патін
entrenar;тренувати;;free_time;entrenar;тренувати;verb (-ar);ентренар
competir;змагатися;;free_time;competir;змагатися;verb (-ir);компетір
ganar;вигравати;;free_time;ganar;вигравати;verb (-ar);ганар
perder;програвати;;free_time;perder;програвати;verb (-er);пердер
empatar;грати внічию;;free_time;empatar;грати внічию;verb (-ar);емпатар
el arte;мистецтво;las artes;free_time;arte;мистецтво;noun;арте
el piano;піаніно;los pianos;free_time;piano;піаніно;noun;піано
el violín;скрипка;los violines;free_time;violín;скрипка;noun;віолін
la flauta;флейта;las flautas;free_time;flauta;флейта;noun;флаута
el tambor;барабан;los tambores;free_time;tambor;барабан;noun;тамбор
la trompeta;труба;las trompetas;free_time;trompeta;труба;noun;тромпета
el saxofón;саксофон;los saxofones;free_time;saxofón;саксофон;noun;саксофон
